timestamps,TP9,AF7,AF8,TP10,Right AUX
1586550513.648,-36.133,27.832,34.668,-2.441,17.578
1586550513.652,17.090,25.391,32.227,10.254,17.578
1586550513.656,80.078,24.414,32.227,46.387,56.641
1586550513.660,46.875,29.785,33.691,48.828,52.734
1586550513.664,-28.809,37.109,31.738,10.254,25.391
1586550513.668,-2.441,36.621,36.133,8.301,7.324
1586550513.672,69.824,35.645,37.109,41.992,44.434
1586550513.676,83.008,35.156,34.180,47.363,50.781
1586550513.679,-13.184,32.715,35.645,10.254,31.738
1586550513.683,-24.902,31.738,37.109,3.418,64.453
1586550513.687,56.641,31.738,36.621,34.668,63.477
1586550513.691,92.773,31.738,36.133,63.477,22.949
1586550513.695,14.648,33.691,36.621,27.832,40.527
1586550513.699,-14.648,32.715,35.645,3.418,58.594
1586550513.703,48.340,34.180,31.738,26.367,32.227
1586550513.707,106.934,33.691,34.180,55.664,22.949
1586550513.711,47.852,32.715,38.574,41.504,46.387
1586550513.715,-19.531,35.645,34.180,8.789,69.336
1586550513.719,25.879,35.645,30.273,20.508,5.371
1586550513.722,91.797,31.250,32.715,58.105,7.324
1586550513.726,73.730,29.297,32.715,62.012,35.645
1586550513.730,-10.254,34.180,30.762,19.531,17.578
1586550513.734,10.742,38.574,31.738,12.695,30.273
1586550513.738,91.309,37.598,33.691,49.316,19.043
1586550513.742,103.516,37.109,33.203,64.941,12.207
1586550513.746,5.371,36.133,32.227,31.738,-8.301
1586550513.750,-9.766,35.156,32.227,16.113,-0.488
1586550513.754,64.453,33.691,33.203,43.945,25.391
1586550513.758,110.352,34.180,33.691,74.219,43.457
1586550513.762,23.926,32.715,37.109,44.434,29.785
1586550513.765,-20.508,31.738,37.109,11.719,26.855
1586550513.769,46.875,36.621,35.156,25.391,25.391
1586550513.773,111.816,33.691,35.645,64.453,-8.301
1586550513.777,60.059,29.785,36.133,53.223,31.250
1586550513.781,-20.996,31.250,37.598,11.230,26.855
1586550513.785,19.043,32.227,34.668,13.672,18.066
1586550513.789,91.309,31.738,32.715,46.875,40.039
1586550513.793,80.078,33.691,35.156,54.199,29.785
1586550513.797,-7.324,33.203,40.039,13.184,46.387
1586550513.801,16.113,33.691,38.086,11.230,30.273
1586550513.804,89.844,36.621,29.785,48.340,34.668
1586550513.808,82.031,34.180,32.227,52.246,90.820
1586550513.812,-19.531,28.320,39.551,3.418,46.387
1586550513.816,-29.785,28.320,40.039,-9.766,-1.953
1586550513.820,42.480,32.715,37.598,7.324,-5.859
1586550513.824,92.285,33.203,39.062,35.156,5.859
1586550513.828,24.902,31.738,37.598,21.484,32.227
1586550513.832,-26.367,35.156,32.715,-6.348,14.648
1586550513.836,22.461,29.297,31.250,11.230,20.020
1586550513.840,80.078,23.926,33.203,51.758,29.785
1586550513.844,42.969,33.691,34.668,51.758,17.578
1586550513.847,-35.156,35.645,32.715,12.207,34.180
1586550513.851,1.953,32.715,29.297,13.672,39.062
1586550513.855,86.914,32.715,29.297,43.945,45.898
1586550513.859,93.262,36.133,31.250,54.688,29.297
1586550513.863,-2.930,34.668,33.691,16.113,4.395
1586550513.867,-12.695,30.762,34.180,11.719,0.000
1586550513.871,46.875,31.250,35.156,43.457,27.344
1586550513.875,82.031,32.715,37.109,58.105,60.059
1586550513.879,9.277,37.109,35.645,21.973,61.523
1586550513.883,-20.996,37.598,33.691,-4.395,38.086
1586550513.887,44.922,34.180,35.156,21.484,73.242
1586550513.890,106.934,31.250,34.180,55.664,58.594
1586550513.894,41.016,33.691,33.691,32.227,34.668
1586550513.898,-32.227,33.691,33.691,-3.418,22.949
1586550513.902,19.043,28.809,29.785,3.906,57.617
1586550513.906,86.426,31.738,29.785,38.086,53.223
1586550513.910,62.500,35.645,28.809,43.457,45.898
1586550513.914,-20.996,35.156,30.273,4.883,38.574
1586550513.918,-0.488,35.645,35.156,5.859,-30.273
1586550513.922,72.266,36.133,34.180,37.109,13.184
1586550513.926,71.777,31.250,33.203,49.805,41.016
1586550513.929,-18.066,27.832,32.227,19.531,4.395
1586550513.933,-23.926,26.367,31.738,1.465,-20.508
1586550513.937,48.828,26.367,35.156,32.715,16.113
1586550513.941,99.609,29.297,33.203,65.918,32.715
