timestamps,TP9,AF7,AF8,TP10,Right AUX
1586550099.383,-20.996,31.738,37.109,-2.930,-8.789
1586550099.386,126.953,32.227,35.645,48.340,10.254
1586550099.390,114.258,32.715,35.645,52.734,-6.836
1586550099.394,-50.781,31.250,37.109,-1.465,-24.902
1586550099.398,-54.688,32.227,38.086,-7.812,-10.254
1586550099.402,79.590,35.156,40.039,42.969,41.992
1586550099.406,138.672,38.086,40.039,66.406,80.566
1586550099.410,-13.672,38.086,40.527,8.789,27.832
1586550099.414,-73.730,34.180,42.480,-19.531,-32.715
1586550099.418,38.086,32.227,41.504,25.391,39.551
1586550099.422,144.043,33.203,39.062,74.219,45.898
1586550099.426,28.809,34.180,41.016,38.086,5.371
1586550099.429,-72.266,32.227,41.016,-8.789,31.250
1586550099.433,8.301,36.621,39.062,15.137,79.102
1586550099.437,145.020,39.062,38.574,68.848,87.402
1586550099.441,83.496,37.109,37.598,40.527,-0.977
1586550099.445,-61.523,36.621,35.645,-21.484,8.301
1586550099.449,-36.621,36.133,35.645,-9.766,36.133
1586550099.453,99.121,38.574,34.180,45.410,57.129
1586550099.457,113.770,41.504,33.691,53.711,91.797
1586550099.461,-41.504,37.598,37.109,-6.348,44.922
1586550099.465,-57.617,35.645,36.621,-20.020,8.301
1586550099.469,72.266,36.621,37.109,29.297,30.762
1586550099.472,148.926,34.668,38.574,61.035,71.289
1586550099.476,4.395,34.668,40.527,10.742,13.672
1586550099.480,-65.430,36.621,40.039,-20.996,-12.207
1586550099.484,36.133,33.691,38.574,16.113,57.129
1586550099.488,146.973,32.715,37.598,62.500,54.688
1586550099.492,48.828,34.668,35.156,29.297,70.312
1586550099.496,-66.895,32.227,37.598,-13.184,49.316
1586550099.500,-7.812,33.691,37.598,1.465,3.906
1586550099.504,131.836,32.715,38.086,49.805,11.230
1586550099.508,91.309,33.691,37.598,44.922,29.297
1586550099.511,-60.547,34.668,36.133,-8.301,42.969
1586550099.515,-42.969,33.203,40.039,-6.348,81.055
1586550099.519,100.586,36.621,38.086,40.039,120.605
1586550099.523,128.418,37.598,36.621,50.293,71.289
1586550099.527,-25.879,39.551,35.156,0.000,34.180
1586550099.531,-52.246,40.039,34.668,-11.230,24.902
1586550099.535,67.871,38.086,38.574,34.668,26.855
1586550099.539,150.879,41.016,36.133,72.754,58.105
1586550099.543,21.484,43.457,33.203,30.273,25.879
1586550099.547,-61.523,41.504,35.156,-8.789,-19.531
1586550099.551,25.879,38.086,35.156,13.672,20.508
1586550099.554,146.973,34.668,33.203,60.547,54.199
1586550099.558,51.270,35.645,36.621,32.227,4.883
1586550099.562,-79.102,40.039,38.086,-24.902,11.230
1586550099.566,-20.996,39.062,35.645,-11.719,23.438
1586550099.570,115.234,38.086,33.203,42.969,-7.812
1586550099.574,89.844,40.527,33.691,43.945,32.715
1586550099.578,-54.199,39.551,36.621,-14.648,-4.883
1586550099.582,-48.828,37.109,35.156,-25.391,-64.453
1586550099.586,75.195,34.180,35.645,32.715,2.441
1586550099.590,116.699,31.738,37.598,55.176,-8.301
1586550099.594,-23.926,34.180,38.574,3.906,-60.059
1586550099.597,-70.312,35.645,39.551,-16.602,3.906
1586550099.601,32.227,34.180,36.621,17.578,54.199
1586550099.605,136.230,32.715,37.598,58.594,27.344
1586550099.609,23.438,36.621,40.039,18.066,-14.160
1586550099.613,-71.289,37.598,39.551,-17.090,-49.805
1586550099.617,6.836,35.156,38.574,10.742,-11.230
1586550099.621,138.672,35.156,33.203,52.734,78.125
1586550099.625,79.590,37.598,36.133,38.086,59.082
1586550099.629,-65.918,36.621,39.062,-12.695,43.457
1586550099.633,-38.574,34.668,37.109,-7.324,59.570
1586550099.636,107.910,33.203,35.645,52.246,54.688
1586550099.640,109.375,32.227,36.133,55.176,72.266
1586550099.644,-46.387,33.203,37.109,-6.836,44.434
1586550099.648,-53.223,33.691,37.109,-15.137,33.691
1586550099.652,81.055,34.180,38.574,37.109,32.715
1586550099.656,143.066,35.156,35.645,66.895,37.109
1586550099.660,1.953,33.691,35.156,14.648,10.742
1586550099.664,-64.453,32.715,36.133,-15.625,21.484
1586550099.668,40.527,34.668,32.715,22.949,26.855
1586550099.672,159.180,37.109,30.762,70.312,22.461
1586550099.676,49.805,39.551,35.645,37.109,40.527
1586550099.679,-56.152,39.062,38.574,-3.418,-15.625
1586550099.683,5.371,36.621,37.109,16.602,-16.113
1586550099.687,138.672,31.250,39.062,69.336,28.320
1586550099.691,97.656,28.809,40.527,64.453,21.973
1586550099.695,-61.035,36.133,37.109,2.930,1.953
1586550099.699,-47.363,37.598,34.668,1.465,35.645
1586550099.703,92.773,33.203,35.645,47.363,-2.441
1586550099.707,112.305,33.691,37.109,55.176,-17.090
1586550099.711,-41.016,36.133,41.016,0.977,0.488
1586550099.715,-68.848,33.203,39.062,-15.137,-47.852
1586550099.719,51.270,31.250,38.086,34.180,21.973
1586550099.722,134.766,35.645,40.527,72.754,77.148
